ebird2021_genera
ammomanes
pipra
cacicus
catamenia
sporophila
certhia
pachycephala
phyllastrephus
psarocolius
doliornis
myrmochanes
agelaioides
platysteira
bias
cyanoptila
bycanistes
todiramphus
spermestes
melanotis
symposiachrus
heteroxolmis
systellura
ciccaba
pygochelidon
conothraupis
lalage
poecilotriccus
mniotilta
calamonastes
phainoptila
mycerobas
ara
pseudoleistes
chrysothlypis
rauenia
blythipicus
cantorchilus
nyctyornis
merops
urothraupis
ochthoeca
syndactyla
notopholia
incaspiza
dubusia
andigena
catharus
paradisaea
fregetta
cercotrichas
turtur
dendrocygna
odontophorus
fluvicola
habia
geranoaetus
loriculus
cnemathraupis
anisognathus
nycticorax
phaenicophilus
myiornis
prioniturus
monticola
pseudonigrita
castanozoster
microspingus
dendrortyx
spartonoica
stagonopleura
calothorax
oreonympha
panurus
carpodacus
heterophasia
polystictus
esacus
margarornis
pseudobulweria
mellisuga
chersomanes
metriopelia
columbina
rhopophilus
xenotriccus
megaceryle
melidectes
manorina
artemisiospiza
vireo
houbaropsis
toxostoma
campethera
drymophila
bermuteo
nyctanassa
pipilo
oriolia
pteruthius
thryomanes
dendroma
corythaixoides
muscisaxicola
sula
pipile
micropsitta
zentrygon
tanysiptera
remiz
starnoenas
phrygilus
todirostrum
myiagra
gerygone
gymnopithys
dysithamnus
conirostrum
eudyptes
melanocorypha
crateroscelis
microeca
vosea
moho
streptoprocne
cincloramphus
thalassarche
ixobrychus
talegalla
lissotis
edolisoma
alcippe
hamirostra
pica
agriornis
ramphocelus
discosura
poecile
periparus
aegithalos
actinodura
rubigula
donacobius
schoeniparus
polioptila
kleinothraupis
archilochus
montecincla
neoxolmis
piprites
bathmocercus
spizella
tchagra
heliothryx
sphenopsis
oenanthe
phoebastria
formicarius
dacnis
philemon
melanospiza
theristicus
ortygospiza
carpornis
chloris
pheucticus
aratinga
psittiparus
erythropitta
rissa
ramphastos
himantopus
dinopium
erythrogenys
diglossa
phaethornis
clytorhynchus
amphispiza
climacteris
cercomacroides
melanocharis
euplectes
hypsipetes
neoctantes
eupodotis
cracticus
daptrius
melanoptila
cinclodes
strepera
analisoma
ictinaetus
amytornis
lyrurus
chamaepetes
agelastes
egretta
sugomel
anthracoceros
illadopsis
coeligena
milvus
calandrella
chalcopsitta
platysmurus
xenopipo
metallura
nyctipolus
monasa
coracopsis
melanoperdix
contopus
melanorectes
pardirallus
agraphospiza
epimachus
entomodestes
telacanthura
tinamus
formicivora
psilopogon
machaerirhynchus
tetrao
anurolimnas
piaya
malurus
aphanotriccus
enicurus
volatinia
ptiloprora
eupherusa
pelargopsis
alcedo
halcyon
phaenicophaeus
chiroxiphia
amazona
paradoxornis
chleuasicus
triclaria
cyclarhis
notharchus
dryoscopus
eriocnemis
synoicus
pterocles
campylorhamphus
pyrenestes
amaurospiza
drepanornis
stilpnia
cyanicterus
ramphomicron
aulacorhynchus
thripadectes
phoeniculus
pheugopedius
pittasoma
sakesphorus
oreolais
cyanoderma
sterrhoptilus
neolestes
lophornis
uraeginthus
balearica
lophospingus
busarellus
lichmera
melithreptus
ceratogymna
polyerata
actenoides
lorius
vini
agapornis
lepidothrix
pyrrhura
geoffroyus
poecilodryas
saltator
arremon
atticora
sporathraupis
tityra
baeolophus
taeniotriccus
basileuterus
myiothlypis
brunhilda
celeus
yuhina
horizocerus
cacatua
eos
crossoptilon
emberiza
telophorus
conioptilon
elseyornis
caryothraustes
leucopternis
entomyzon
galbula
doryfera
charmosynopsis
monarcha
ketupa
erythrura
cinclidium
chionis
schistochlamys
chlidonias
abroscopus
capito
claravis
trichothraupis
henicopernis
heteronetta
laniarius
pseudospingus
ardea
riccordia
garrulus
garrulax
pionus
pionites
chrysuronia
aglaeactis
picus
ptilorrhoa
campephaga
francolinus
cepphus
florisuga
drepanis
anous
sayornis
laterallus
psalidoprocne
melanitta
daphoenositta
leptocoma
cygnus
cypseloides
arenaria
coragyps
chunga
machlolophus
coryphaspiza
chloropsis
chalcostigma
pteroglossus
grus
eremomela
hypothymis
urocolius
ephippiorhynchus
ithaginis
psittinus
thamnomanes
malacoptila
arremonops
xiphorhynchus
myrmophylax
frederickena
stachyris
tricholaema
colinus
heliodoxa
carpodectes
cercococcyx
chlorostilbon
microhierax
poephila
myiobius
chlorestes
caligavis
pterorhinus
sclerurus
aspatha
suthora
eurystomus
saltatricula
heliomaster
aethopyga
lesbia
glaucestrilda
cyanocompsa
fringilla
coua
anthropoides
cyanograucalus
hymenolaimus
northiella
luscinia
rhopospina
passerina
cyanocitta
halobaena
cyanolanius
dacelo
hapalopsittaca
neophema
glareola
myophonus
nisaetus
rhyticeros
tragopan
yungipicus
molothrus
poicephalus
phoenicircus
megarynchus
cochlearius
dolichonyx
sheppardia
nectarinia
carpococcyx
bombycilla
oreopsar
tarphonomus
zimmerius
apalopteron
ocreatus
polyplectron
pseudotriccus
pityriasis
cissa
aegolius
arachnothera
mixornis
quiscalus
spizocorys
brachycope
pinarornis
stresemannia
ptilocichla
colluricincla
urile
haliastur
phedina
clytolaema
sturnia
amazonetta
epinecrophylla
chenorhamphus
cynanthus
electron
hirundapus
touit
lophopsittacus
pachyptila
todus
tickellia
chamaetylas
myiophobus
progne
myioborus
onychognathus
ornithion
euphagus
automolus
thlypopsis
alopecoenas
euphonia
myrmelastes
schoenicola
bolemoreus
gymnobucco
caloramphus
pseudoseisura
anorrhinus
psilorhinus
stercorarius
pyrrhula
elaenia
cnipodectes
glaucis
brachygalba
antigone
mesitornis
nonnula
cholornis
orchesticus
acanthiza
cinclocerthia
clytospiza
geotrygon
attila
macronus
polyonymus
numenius
anopetia
eupsittula
psittacella
chalybura
phaps
aepypodius
nilaus
pyrocephalus
anthochaera
colibri
rhinoptilus
metopidius
aramides
sicalis
phlegopsis
calliope
pteroptochos
calocitta
tribonyx
lanio
tigrisoma
turdinus
ortalis
upucerthia
cyanoloxia
oxypogon
amazilia
neolalage
campylopterus
mecocerculus
phyllolais
pachysylvia
ifrita
momotus
antrostomus
thectocercus
melopsittacus
leucippus
pseudocolaptes
liocichla
peneothello
primolius
bulweria
lophura
ardenna
cursorius
eumyias
athene
cyanoliseus
campicoloides
chrysocolaptes
sarothrura
psaltriparus
gymnoris
xenicus
boissonneaua
burhinus
haplophaedia
iodopleura
eutoxeres
iole
cyanochen
forpus
hemipus
spelaeornis
henicorhina
cereopsis
pseudasthenes
gymnogyps
callipepla
arizelocichla
geositta
clibanornis
cardellina
catherpes
sylvietta
sphenoeacus
gyps
pilherodius
daption
promerops
perissocephalus
phalcoboenus
leptotila
pseudeos
conuropsis
parotia
quelea
chlorothraupis
thryothorus
ptychoramphus
haemorhous
prodotiscus
tyrannus
charadrius
hydroprogne
bubulcus
machetornis
calonectris
petrochelidon
collocalia
melanodera
setopagis
poospizopsis
cinclosoma
pomatorhinus
plocepasser
cettia
ocyceros
eutrichomyias
elaphrornis
batrachostomus
gallus
urocissa
gracula
galloperdix
agricola
guyramemua
gymnomyza
leptopterus
poliocrania
scythrops
nigrita
bambusicola
phacellodomus
cyphorhinus
timalia
pomatostomus
chrysomus
ampelion
erythrocercus
calcarius
bucco
agropsar
thalasseus
staphida
catreus
zosterornis
anthornis
milvago
pnoepyga
poodytes
phoenicopterus
fulvetta
graminicola
lophophorus
coenocorypha
otocichla
psophodes
eulidia
tropicoperdix
gnorimopsar
microgoura
nyctiphrynus
schoeniophylax
orthonyx
ardeola
hylacola
erythrotriorchis
sciaphylax
nemosia
scelorchilus
clamator
ancistrops
platyrinchus
gallicolumba
piezorina
pyrrhomyias
neopipo
laniocera
aegypius
hypocryptadius
harpactes
culicicapa
carduelis
dendrexetastes
aechmophorus
nucifraga
troglodytes
drepanoptila
hirundinea
machaeropterus
phodilus
alectroenas
tarsiger
pinaroloxias
charitospiza
geospiza
nesotriccus
irediparra
nymphicus
diuca
pelecanoides
hierococcyx
microchera
gampsorhynchus
melanopareia
sarcops
spizixos
microbates
podiceps
gactornis
taenioptynx
leiothlypis
buteogallus
bleda
sarkidiornis
somateria
gallinula
tringa
aegithina
neomixis
uria
nyctidromus
pavo
phalaenoptilus
coturnix
acanthis
actitis
pachyphantes
tephrodornis
myrmecocichla
afropavo
oporornis
syrmaticus
cichladusa
campocolinus
dryotriorchis
coscoroba
alectrurus
brotogeris
aphelocoma
petrophassa
geranospiza
dromas
rhodospingus
prionochilus
campephilus
reinwardtoena
rhodothraupis
manucodia
oreothlypis
rheinardia
aethia
trachyphonus
oreoica
paramythia
caracara
pseudocolopteryx
lophonetta
morphnus
ortygornis
rhinocrypta
guttera
palmeria
phylidonyris
furnarius
nipponia
platylophus
galerida
lophostrix
rollulus
ocyphaps
ornorectes
pharomachrus
cnemophilus
lophophanes
hemiprocne
grallaricula
paroaria
psittacara
stephanoaetus
haematortyx
epthianura
neochmia
haematoderus
spiloptila
platycercus
topaza
mystacornis
microcarbo
empidonomus
thalurania
prosopeia
falcunculus
leptopoecile
rhodopechys
cichlocolaptes
cryptosylvicola
vireolanius
hylopsar
ptiloxena
melopyrrha
phonipara
limnornis
priotelus
leptosomus
xiphidiopicus
cutia
amadina
procarduelis
melierax
heleia
myza
junco
dumetia
achaetops
sternula
arcanator
nothura
dendrocopos
perdix
psophia
lophotriccus
thripophaga
cyclopsitta
sylviorthorhynchus
ashbyia
rhodospiza
phegornis
stephanophorus
spiza
hylophylax
smutsornis
stizoptera
xenerpestes
nannopterum
raphus
leucophaeus
megatriorchis
harpagus
ixothraupis
alle
microrhopias
tockus
ochthornis
myiozetetes
anabazenops
asemospiza
charmosynoides
mitrospingus
emberizoides
sipia
eremalauda
chersophilus
corydon
ptyonoprogne
dendragapus
phaeoptila
pinarocorys
melanodryas
megapodius
euschistospiza
ramphotrigon
casuarius
indicator
oedistoma
microdynamis
taoniscus
pachycare
tyranneutes
pyriglena
calyptophilus
zenaida
euptilotis
criniger
sialia
dasyornis
sturnella
nicator
crinifer
acanthorhynchus
foulehaio
eclectus
phlogophilus
psittaculirostris
alopochen
pluvianus
neophron
pomarea
eudromia
chasiempis
micrathene
abeillia
chalcophaps
aptenodytes
dromaius
chaetocercus
lathrotriccus
fulica
upupa
linaria
erithacus
gulosus
sturnus
jynx
coccothraustes
vauriella
rhynchocyclus
napothera
chlamydera
pipraeidea
stenostira
tachyeres
catriscus
myrmoderus
nesocharis
oreoscopus
caloperdix
malaconotus
enodes
scissirostrum
alethe
cephalopyrus
pyrope
neocossyphus
sericulus
alophoixus
scleroptila
regulus
anumbius
amphispizopsis
avocettula
panterpe
myzornis
psiloscops
heterocercus
piranga
loriotus
dasycrotapha
microcerculus
myiopagis
zonerodius
anumara
foudia
peliperdix
microptilotis
stiphrornis
atronanus
dendronanthus
pardalotus
passerella
stictonetta
arses
chlamydochaera
tachyphonus
niltava
cinnycerthia
cnemotriccus
ptilotula
micronisus
hemicircus
callocephalon
eolophus
spheniscus
eugerygone
lamprolaima
elliotomyia
pseudelaenia
lobotos
batara
patagona
pseudibis
hylocharis
megazosterops
anodorhynchus
calyptorhynchus
chlorochrysa
plegadis
chionomesa
camaroptera
leucolia
lioparus
iridophanes
manacus
ampeliceps
zonotrichia
iridosornis
selenidera
akletos
amblyornis
piculus
ceratopipra
rowettia
campochaera
calyptocichla
glossoptila
carterornis
mino
guaruba
chrysolophus
tmetothylacus
pyrrhoplectes
chalcothraupis
leptosittaca
psephotus
macroagelaius
chloebia
brachypteryx
cleptornis
rhynchostruthus
masius
drepanorhynchus
spermophaga
pseudocalyptomena
butastur
ammomanopsis
rhytipterna
grandala
procellaria
ammodramus
graueria
crotophaga
sephanoides
glycichaera
pachycephalopsis
parus
corythaeola
mandingoa
humblotia
leptoptilos
akialoa
viridonia
taraba
argusianus
pinguinus
calyptomena
otis
cochoa
chlorophanes
buceros
hylia
mesembrinibis
jacamerops
pitangus
cryptopipo
melampitta
lyncornis
psittacus
conostoma
rhea
geococcyx
pterophanes
schiffornis
drymotoxeres
heinrichia
cecropis
pogoniulus
megaxenops
amalocichla
chlorornis
helopsaltes
leptodon
alaemon
eucometis
rhodacanthis
amandava
butorides
urolais
pezoporus
psophocichla
pseudopodoces
amblyospiza
geocolaptes
tympanuchus
pithecophaga
embernagra
xiphocolaptes
lophorina
clanga
ptiliogonys
apteryx
eulampis
granatellus
polytmus
microligea
pytilia
stigmatura
dumetella
conopophila
perisoreus
macrosphenus
nengetus
certhidea
panyptila
guadalcanaria
bolbopsittacus
gelochelidon
guira
hemithraupis
hypocnemis
centrocercus
ammonastes
malacopteron
robsonius
taphrolesbia
pseudastur
eopsaltria
thinocorus
garrodia
tesia
laniellus
tolmomyias
kakamega
serpophaga
eminia
ampelornis
cnemoscopus
mionectes
delacourella
psilopsiagon
heteromyias
deleornis
cathartes
odontorchilus
picathartes
pseudhirundo
snowornis
canirallus
tricholestes
bostrychia
celebesia
scopus
nephelomyias
histrionicus
pteronetta
harpia
chlorodrepanis
diaphorapteryx
tetrastes
pauxi
numida
basilornis
euryceros
neotis
penelopina
nothocercus
ophrysia
loxia
spindalis
opisthocomus
setornis
melidora
chondrohierax
vanga
poliocephalus
buthraupis
baeopogon
lophodytes
pitohui
thinornis
crypsirina
augastes
necrosyrtes
oreophasis
eremophila
eunymphicus
anhima
heliactin
chlamydotis
parabuteo
rhynchotus
heteralocha
hypocolius
ibidorhyncha
hippolais
hafferia
lepidocolaptes
larvivora
leptopogon
larosterna
atlantisia
peltohyas
podoces
saudareos
amaurornis
pagophila
jabiru
lymnocryptes
parmoptila
nesopsar
siphonorhis
gorsachius
eophona
padda
chrysomma
chloropipo
charmosyna
chlorocichla
perdicula
rhynochetos
strigops
paroreomyza
meliphacator
emarginata
cicinnurus
nestor
aphrodroma
territornis
calyptura
sarcoramphus
chaetoptila
prosobonia
brachyramphus
callaeas
pucrasia
chloridops
euryptila
pteridophora
camptorhynchus
phaetusa
pezopetes
xenopirostris
torgos
coryphistera
gypaetus
dysmorodrepanis
micromonacha
calamospiza
chondestes
mackenziaena
camarhynchus
hydropsalis
herpetotheres
sceloglaux
telespiza
rukia
conopias
ammospiza
morococcyx
phoeniconaias
sypheotides
microparra
paragallinula
eubucco
meliphaga
heteromirafra
syrtidicola
cittura
phoebetria
aramus
gypsophila
melospiza
tetrax
hydrocoloeus
parvipsitta
eudyptula
kaupifalco
bernieria
ramphocaenus
melilestes
rhizothera
rhabdornis
nasica
lophaetus
paludipasser
psarisomus
clangula
urotriorchis
urodynamis
leistes
gymnophaps
macropsalis
paradigalla
pampa
aglaiocercus
colonia
deconychura
parkesia
xenoglaux
peltops
alaudala
uropelia
uratelornis
donacospiza
oneillornis
penelopides
melichneutes
uropsalis
philentoma
coracornis
xanthotis
macgregoria
lophotibis
lepidopygia
margaroperdix
hartlaubius
mentocrex
rhynchopsitta
anseranas
eugenes
grallina
pluvianellus
ptiloris
speculipastor
cissopis
stipiturus
macrocephalon
malia
corythornis
leipoa
zoonavena
tephrophilus
aix
chenonetta
gavicalis
jubula
eupetes
polemaetus
podargus
pycnopygius
loddigesia
marmaronetta
nomonyx
eutriorchis
heliopais
taphrospilus
mascarinus
aphrastura
philodice
pseudonestor
rhynchophanes
malindangia
paraclaravis
plectrophenax
tachuris
dives
doricha
mycteria
micromacronus
ictinia
thamnolaea
phaeomyias
anabacerthia
melocichla
eulipoa
bucanetes
myiopsitta
cyrtonyx
pinarochroa
rhagologus
opisthoprora
ixos
oreostruthus
syma
oreortyx
chrysocorythus
phyllergates
lafresnaya
scepomycter
cairina
biziura
glossopsitta
ptilopachus
oena
phragmacia
hylorchilus
henicophaps
harpyopsis
anabathmis
hemiphaga
megacrex
caloenas
nesospiza
himantornis
camptostoma
nothocrax
bucorvus
surnia
turnagra
oncostoma
cardinalis
fulmarus
jacana
chauna
atrichornis
drymodes
stelgidopteryx
hypositta
ptilopsis
rhodopis
aimophila
leptotrygon
phaenostictus
micropygia
acropternis
meleagris
eugralla
mayrornis
steatornis
hylocitrea
orthogonys
trichoglossus
mitrephanes
timeliopsis
peucedramus
sittasomus
talaphorus
aprosmictus
euneornis
terenura
neopsittacus
chaetops
anthobaphes
reinwardtipicus
clytomyias
oreornis
metopothrix
gymnomystax
linurgus
alauda
teretistris
hypergerus
myiotriccus
wetmorethraupis
pandion
struthio
psittirostra
seiurus
agelasticus
emblema
grantiella
probosciger
loxioides
dulus
pyrroglaux
carpospiza
syrrhaptes
gypohierax
chaetorhynchus
uroglaux
mearnsia
cormobates
androphobus
lycocorax
nephelornis
geophaps
anomalospiza
ectopistes
tinamotis
colorhamphus
dromococcyx
tregellasia
calamonastides
meropogon
neopelma
megastictus
gampsonyx
acanthidops
margarops
scotopelia
atalotriccus
phytotoma
thaumastura
psittrichas
hypargos
phainopepla
otidiphaps
hydrophasianus
ptilostomus
heteromunia
malacorhynchus
certhionyx
ceryle
rhodonessa
coryphospingus
acrobatornis
pycnoptilus
lophochroa
pinicola
gymnorhinus
nesoenas
mohoua
legatus
ilicura
aramidopsis
pedionomus
xenops
dendrocincla
oreopsittacus
atelornis
aidemosyne
stephanoxis
isleria
cryptoleucopteryx
catamblyrhynchus
barnardius
xipholena
melamprosops
nesofregetta
berlepschia
semnornis
protonotaria
gymnasio
urocynchramus
urosticte
myrtis
lichenostomus
oceanites
kurochkinegramma
granatina
cyanerpes
galbalcyrhynchus
nesospingus
porphyrolaema
querula
polihierax
charminetta
psaltria
ortyxelos
periporphyrus
radjah
rhinortha
randia
temnurus
certhiaxis
alca
myiotheretes
bubalornis
lamprospiza
idiopsar
clytoctantes
pyrrhocorax
hypopyrrhus
leiothrix
orthopsittaca
zanclostomus
colius
buphagus
sphyrapicus
spodiopsar
phaethon
dasylophus
purpureicephalus
pionopsitta
netta
phalaropus
aphanapteryx
pyrrholaemus
calamornis
hypocharmosyna
deroptyus
sarcogyps
anaplectes
erythrogonys
poikilocarbo
cariama
pyroderus
agelaius
diopsittaca
calicalicus
ibycter
sappho
minla
dryolimnas
fregilupus
cerorhinca
acanthisitta
corythopis
phasianus
callonetta
rupornis
oreophilais
petronia
lagopus
origma
salpinctes
necropsittacus
erythromachus
pezophaps
necropsar
rhodophoneus
roraimia
rhodostethia
pastor
musophaga
rhodinocichla
rougetius
diomedea
onychorhynchus
cnemarchus
euscarthmus
madanga
lophotriorchis
anthipes
lurocalis
pseudosaltator
attagis
leioptila
cichlopsis
liosceles
goldmania
corthylio
baryphthengus
chalcoparia
creurgops
malcorus
thamnistes
calamanthus
bonasa
sasia
schetba
tephrozosterops
micropternus
aceros
aleadryas
pseudorectes
moupinia
terenotriccus
chrysolampis
hypnelus
histurgops
microxenops
laticilla
premnornis
ruwenzorornis
drymocichla
xema
ramphodon
rhaphidura
xanthopsar
meliarchus
philesturnus
oreoscoptes
salvadorina
anthocephala
teledromas
ammoperdix
sapayoa
ptilonorhynchus
dreptes
saundersilarus
passerculus
ampelioides
brachypteracias
eudocimus
schoutedenapus
sporopipes
willisornis
phaeochroa
heterospingus
allenia
drymornis
philepitta
amblyramphus
acanthornis
hylonympha
chelictinia
compsothraupis
sagittarius
leucopeza
hemimacronyx
oxyruncus
pholia
clytoceyx
laniisoma
balaeniceps
muscipipra
cercibis
graydidascalus
neosuthora
lochmias
culicivora
myrmia
serilophus
leucogeranus
falcipennis
sirystes
falculea
sclateria
lamprolia
schistolais
xenospiza
dactylortyx
taccocua
eleothreptus
merulaxis
turacoena
spodiornis
xenospingus
stelgidillas
helicolestes
toxorhamphus
rhopornis
microstilbon
mergellus
rostrhamus
lerwa
pagodroma
nycticryphes
incana
philetairus
rigidipenna
andropadus
eupetomena
cryptophaps
goura
hyliota
cryptopezus
hypoedaleus
acanthagenys
speculanas
callacanthis
adelomyia
siptornis
coturnicops
hymenops
xenornis
porphyriops
cyanopsitta
psilorhamphus
premnoplex
salpornis
ixonotus
modulatrix
canachites
tilmatura
thaumasius
certhiasomus
pygiptila
elachura
spiziapteryx
plectropterus
saroglossa
lophoictinia
bathilda
myrmorchilus
zavattariornis
limnoctites
dendroplex
rhynchospiza
polysticta
muscigralla
nannococcyx
mayrimunia
notiomystis
traversia
tapera
trochilus
geocerthia
megalurus
plectorhyncha
grammatoptila
synorhacma
oriturus
scotocerca
rhopias
gubernetes
kenopia
monias
suiriri
tyrannopsis
rhabdotorrhinus
cataponera
melanochlora
neodrepanis
eurypyga
heliornis
myiomela
thescelocichla
tersina
limnothlypis
ensifera
coccopygia
lathamus
phibalura
creagrus
elanoides
chelidoptera
swynnertonia
tetraophasis
tunchiornis
rhynchortyx
alopochelidon
oreothraupis
oreopholus
trugon
xenus
thamnornis
pachycoccyx
ramphocoris
arundinax
jacamaralcyon
xenodacnis
thryorchilus
oreocharis
rollandia
pholidornis
scenopoeetes
androdon
didunculus
hylomanes
lopholaimus
merganetta
monachella
phonygammus
metabolus
eumomota
prosthemadera
tumbezia
seleucidis
tylas
xenoperdix
ciridops
amaurolimnas
haplospiza
bartramia
psitteuteles
ixoreus
sittiparus
lampropsar
platyspiza
auriparus
calochaetes
pooecetes
cinnyricinclus
sternoclyta
klais
sarcophanops
cryptillas
acryllium
sipodotus
tichodroma
semioptera
pseudobias
bugeranus
gallicrex
aburria
eulacestoma
creatophora
hydrochous
cossyphicula
schistes
glyphorynchus
smicrornis
hartertula
pelagodroma
myrmeciza
biatas
poliolimnas
thalassornis
phelpsia
corapipo
sholicola
mazaria
hellmayrea
cheramoeca
neothraupis
ramphocinclus
dinemellia
uropsila
erpornis
tigriornis
zaratornis
berenicornis
pseudopipra
eurocephalus
grafisia
sericossypha
parayuhina
nesoptilotis
basilinna
purnella
hapaloptila
sturnornis
stomiopera
artamella
trigonoceps
syrigma
xolmis
gygis
catharopeza
pithys
arundinicola
xenopsaris
caridonax
cypsnagra
melitograis
trichodere
pogonocichla
urochroa
leucochloris
oxylabes
irania
lanioturdus
pygarrhichas
poliolais
corcorax
asarcornis
xenoligea
myrmornis
helmitheros
leucosarcia
lullula
hylocichla
zeledonia
chamaea
phleocryptes
anarhynchus
aprositornis
amblycercus
icteria
hapalocrex
chelidorhynx
rhamphococcyx
crossleyia
loboparadisea
sylviparus
satrapa
tyrannulus
leiopicus
ognorhynchus
megadyptes
tiaris
melignomon
alipiopsitta
xanthocephalus
gubernatrix
ceuthmochares
capsiempis
buccanodon
loxipasser
parkerthraustes
atimastillas
cassiculus
cyanolimnas
torreornis
ferminia
taeniopygia
zebrilus
